@attribute name string
@attribute pcm_LOGenergy_sma_maxPos numeric
@attribute emotion {sadness,neutral,joy,anger}


@Data
'fixed_5 Liudesys_88',1.320000e+02,sadness
'fixed_8 Dziaugsmas_93',3.090000e+02,joy
'fixed_5 Liudesys_89',1.410000e+02,sadness
'fixed_1 Neutrali_59',2.010000e+02,neutral
'fixed_8 Dziaugsmas_94',1.830000e+02,joy
'fixed_8 Dziaugsmas_95',2.860000e+02,joy
'fixed_5 Liudesys_90',2.110000e+02,sadness
'fixed_1 Neutrali_60',8.500000e+01,neutral
'fixed_8 Dziaugsmas_96',1.600000e+02,joy
'fixed_3 Dziaugsmas_73',1.610000e+02,joy
'fixed_8 Dziaugsmas_97',2.600000e+02,joy
'fixed_3 Dziaugsmas_74',1.360000e+02,joy
'fixed_1 Neutrali_61',6.200000e+01,neutral
'fixed_5 Liudesys_91',1.430000e+02,sadness
'fixed_3 Dziaugsmas_75',7.800000e+01,joy
'fixed_1 Neutrali_62',2.600000e+02,neutral
'fixed_8 Dziaugsmas_98',4.700000e+01,joy
'fixed_3 Dziaugsmas_76',2.580000e+02,joy
'fixed_5 Liudesys_92',6.000000e+01,sadness
'fixed_1 Neutrali_63',7.900000e+01,neutral
'fixed_8 Dziaugsmas_99',1.400000e+02,joy
'fixed_5 Liudesys_93',2.620000e+02,sadness
'fixed_1 Neutrali_64',7.500000e+01,neutral
'fixed_3 Dziaugsmas_77',2.550000e+02,joy
'fixed_1 Neutrali_65',1.090000e+02,neutral
'fixed_5 Liudesys_94',2.300000e+01,sadness
'fixed_8 Liudesys_01',2.870000e+02,sadness
'fixed_8 Liudesys_02',1.290000e+02,sadness
'fixed_1 Neutrali_66',9.700000e+01,neutral
'fixed_3 Dziaugsmas_78',1.750000e+02,joy
'fixed_1 Neutrali_67',2.460000e+02,neutral
'fixed_8 Liudesys_03',8.100000e+01,sadness
'fixed_8 Liudesys_04',2.380000e+02,sadness
'fixed_5 Liudesys_95',1.120000e+02,sadness
'fixed_1 Neutrali_68',2.770000e+02,neutral
'fixed_3 Dziaugsmas_79',2.150000e+02,joy
'fixed_8 Liudesys_05',7.800000e+01,sadness
'fixed_1 Neutrali_69',2.770000e+02,neutral
'fixed_8 Liudesys_06',1.700000e+02,sadness
'fixed_3 Dziaugsmas_80',3.120000e+02,joy
'fixed_8 Liudesys_07',1.700000e+02,sadness
'fixed_8 Liudesys_08',2.020000e+02,sadness
'fixed_8 Liudesys_09',1.620000e+02,sadness
'fixed_5 Liudesys_96',1.050000e+02,sadness
'fixed_1 Neutrali_70',9.100000e+01,neutral
'fixed_8 Liudesys_10',2.460000e+02,sadness
'fixed_5 Liudesys_97',2.700000e+02,sadness
'fixed_1 Neutrali_71',1.130000e+02,neutral
'fixed_5 Liudesys_98',3.600000e+01,sadness
'fixed_8 Liudesys_100',2.890000e+02,sadness
'fixed_3 Dziaugsmas_81',1.580000e+02,joy
'fixed_3 Dziaugsmas_82',6.600000e+01,joy
'fixed_5 Liudesys_99',2.700000e+01,sadness
'fixed_8 Liudesys_11',3.900000e+01,sadness
'fixed_3 Dziaugsmas_83',1.250000e+02,joy
'fixed_1 Neutrali_72',2.640000e+02,neutral
'fixed_8 Liudesys_12',2.060000e+02,sadness
'fixed_5 Neutrali _01',1.710000e+02,neutral
'fixed_3 Dziaugsmas_84',2.360000e+02,joy
'fixed_8 Liudesys_13',1.010000e+02,sadness
'fixed_3 Dziaugsmas_85',3.390000e+02,joy
'fixed_1 Neutrali_73',7.300000e+01,neutral
'fixed_3 Dziaugsmas_86',3.120000e+02,joy
'fixed_8 Liudesys_14',6.200000e+01,sadness
'fixed_5 Neutrali _02',2.900000e+01,neutral
'fixed_1 Neutrali_74',1.470000e+02,neutral
'fixed_8 Liudesys_15',1.360000e+02,sadness
'fixed_3 Dziaugsmas_87',1.530000e+02,joy
'fixed_1 Neutrali_75',9.100000e+01,neutral
'fixed_8 Liudesys_16',1.220000e+02,sadness
'fixed_5 Neutrali _03',1.260000e+02,neutral
'fixed_1 Neutrali_76',2.700000e+02,neutral
'fixed_3 Dziaugsmas_88',7.900000e+01,joy
'fixed_1 Neutrali_77',7.000000e+01,neutral
'fixed_5 Neutrali _04',1.370000e+02,neutral
'fixed_3 Dziaugsmas_89',1.980000e+02,joy
'fixed_1 Neutrali_78',1.470000e+02,neutral
'fixed_8 Liudesys_17',5.800000e+01,sadness
'fixed_1 Neutrali_79',1.320000e+02,neutral
'fixed_5 Neutrali _05',8.600000e+01,neutral
'fixed_3 Dziaugsmas_90',2.460000e+02,joy
'fixed_8 Liudesys_18',2.590000e+02,sadness
'fixed_3 Dziaugsmas_91',8.300000e+01,joy
'fixed_5 Neutrali _06',5.600000e+01,neutral
'fixed_8 Liudesys_19',2.900000e+02,sadness
'fixed_1 Neutrali_80',2.120000e+02,neutral
'fixed_3 Dziaugsmas_92',1.350000e+02,joy
'fixed_8 Liudesys_20',2.000000e+02,sadness
'fixed_5 Neutrali _07',2.040000e+02,neutral
'fixed_8 Liudesys_21',9.400000e+01,sadness
'fixed_3 Dziaugsmas_93',3.110000e+02,joy
'fixed_1 Neutrali_81',3.300000e+02,neutral
'fixed_8 Liudesys_22',1.870000e+02,sadness
'fixed_3 Dziaugsmas_94',1.840000e+02,joy
'fixed_5 Neutrali _08',2.210000e+02,neutral
'fixed_8 Liudesys_23',9.800000e+01,sadness
'fixed_1 Neutrali_82',1.000000e+02,neutral
'fixed_3 Dziaugsmas_95',8.500000e+01,joy
'fixed_5 Neutrali _09',5.800000e+01,neutral
'fixed_8 Liudesys_24',3.590000e+02,sadness
'fixed_1 Neutrali_83',1.510000e+02,neutral
'fixed_5 Neutrali _10',6.000000e+01,neutral
'fixed_8 Liudesys_25',9.000000e+01,sadness
'fixed_1 Neutrali_84',5.400000e+01,neutral
'fixed_3 Dziaugsmas_96',1.570000e+02,joy
'fixed_8 Liudesys_26',2.200000e+02,sadness
'fixed_8 Liudesys_27',7.500000e+01,sadness
'fixed_3 Dziaugsmas_97',2.350000e+02,joy
'fixed_3 Dziaugsmas_98',3.000000e+01,joy
'fixed_8 Liudesys_28',8.400000e+01,sadness
'fixed_1 Neutrali_85',3.410000e+02,neutral
'fixed_3 Dziaugsmas_99',2.000000e+01,joy
'fixed_8 Liudesys_29',2.680000e+02,sadness
'fixed_3 Liudesys_01',2.260000e+02,sadness
'fixed_1 Neutrali_86',8.100000e+01,neutral
'fixed_8 Liudesys_30',5.300000e+01,sadness
'fixed_5 Neutrali _100',2.960000e+02,neutral
'fixed_3 Liudesys_02',1.500000e+01,sadness
'fixed_3 Liudesys_03',1.180000e+02,sadness
'fixed_1 Neutrali_87',2.670000e+02,neutral
'fixed_1 Neutrali_88',8.400000e+01,neutral
'fixed_5 Neutrali _11',2.000000e+01,neutral
'fixed_8 Liudesys_31',2.200000e+02,sadness
'fixed_8 Liudesys_32',7.500000e+01,sadness
'fixed_8 Liudesys_33',5.700000e+01,sadness
'fixed_1 Neutrali_89',2.170000e+02,neutral
'fixed_3 Liudesys_04',2.690000e+02,sadness
'fixed_5 Neutrali _12',1.220000e+02,neutral
'fixed_3 Liudesys_05',6.100000e+01,sadness
'fixed_1 Neutrali_90',9.000000e+01,neutral
'fixed_8 Liudesys_34',2.950000e+02,sadness
'fixed_8 Liudesys_35',1.360000e+02,sadness
'fixed_8 Liudesys_36',3.300000e+01,sadness
'fixed_5 Neutrali _13',1.380000e+02,neutral
'fixed_3 Liudesys_06',1.090000e+02,sadness
'fixed_8 Liudesys_37',1.520000e+02,sadness
'fixed_1 Neutrali_91',2.090000e+02,neutral
'fixed_3 Liudesys_07',1.730000e+02,sadness
'fixed_5 Neutrali _14',1.180000e+02,neutral
'fixed_1 Neutrali_92',6.900000e+01,neutral
'fixed_8 Liudesys_38',8.500000e+01,sadness
'fixed_1 Neutrali_93',2.730000e+02,neutral
'fixed_3 Liudesys_08',9.100000e+01,sadness
'fixed_1 Neutrali_94',2.800000e+01,neutral
'fixed_5 Neutrali _15',2.530000e+02,neutral
'fixed_1 Neutrali_95',1.170000e+02,neutral
'fixed_3 Liudesys_09',1.440000e+02,sadness
'fixed_1 Neutrali_96',1.150000e+02,neutral
'fixed_3 Liudesys_10',1.010000e+02,sadness
'fixed_8 Liudesys_39',2.420000e+02,sadness
'fixed_5 Neutrali _16',6.000000e+01,neutral
'fixed_1 Neutrali_97',2.530000e+02,neutral
'fixed_8 Liudesys_40',5.300000e+01,sadness
'fixed_3 Liudesys_100',3.990000e+02,sadness
'fixed_1 Neutrali_98',4.300000e+01,neutral
'fixed_5 Neutrali _17',7.200000e+01,neutral
'fixed_3 Liudesys_11',2.600000e+01,sadness
'fixed_8 Liudesys_41',2.850000e+02,sadness
'fixed_8 Liudesys_42',1.400000e+02,sadness
'fixed_5 Neutrali _18',4.500000e+01,neutral
'fixed_1 Neutrali_99',4.200000e+01,neutral
'fixed_5 Neutrali _19',2.060000e+02,neutral
'fixed_8 Liudesys_43',9.400000e+01,sadness
'fixed_1 Pyktis_01',1.820000e+02,anger
'fixed_8 Liudesys_44',1.840000e+02,sadness
'fixed_1 Pyktis_02',1.130000e+02,anger
'fixed_3 Liudesys_12',1.370000e+02,sadness
'fixed_5 Neutrali _20',2.260000e+02,neutral
'fixed_1 Pyktis_03',8.200000e+01,anger
'fixed_3 Liudesys_13',1.900000e+02,sadness
'fixed_8 Liudesys_45',2.950000e+02,sadness
'fixed_1 Pyktis_04',1.310000e+02,anger
'fixed_8 Liudesys_46',1.240000e+02,sadness
'fixed_3 Liudesys_14',4.700000e+01,sadness
'fixed_5 Neutrali _21',1.150000e+02,neutral
'fixed_3 Liudesys_15',2.220000e+02,sadness
'fixed_5 Neutrali _22',6.900000e+01,neutral
'fixed_8 Liudesys_47',4.500000e+01,sadness
'fixed_1 Pyktis_05',2.410000e+02,anger
'fixed_3 Liudesys_16',7.500000e+01,sadness
'fixed_5 Neutrali _23',6.800000e+01,neutral
'fixed_8 Liudesys_48',1.650000e+02,sadness
'fixed_1 Pyktis_06',2.270000e+02,anger
'fixed_3 Liudesys_17',7.800000e+01,sadness
'fixed_8 Liudesys_49',8.800000e+01,sadness
'fixed_1 Pyktis_07',1.720000e+02,anger
'fixed_8 Liudesys_50',1.810000e+02,sadness
'fixed_1 Pyktis_08',2.440000e+02,anger
'fixed_3 Liudesys_18',6.200000e+01,sadness
'fixed_5 Neutrali _24',3.480000e+02,neutral
'fixed_8 Liudesys_51',2.460000e+02,sadness
'fixed_3 Liudesys_19',3.300000e+01,sadness
'fixed_1 Pyktis_09',3.570000e+02,anger
'fixed_3 Liudesys_20',4.000000e+01,sadness
'fixed_1 Pyktis_10',7.000000e+01,anger
'fixed_8 Liudesys_52',2.850000e+02,sadness
'fixed_8 Liudesys_53',2.700000e+01,sadness
'fixed_3 Liudesys_21',6.400000e+01,sadness
'fixed_3 Liudesys_22',8.400000e+01,sadness
'fixed_1 Pyktis_100',3.260000e+02,anger
'fixed_8 Liudesys_54',2.420000e+02,sadness
'fixed_1 Pyktis_11',3.200000e+01,anger
'fixed_8 Liudesys_55',5.600000e+01,sadness
'fixed_8 Liudesys_56',1.260000e+02,sadness
'fixed_1 Pyktis_12',1.690000e+02,anger
'fixed_3 Liudesys_23',2.830000e+02,sadness
'fixed_1 Pyktis_13',2.300000e+02,anger
'fixed_8 Liudesys_57',1.480000e+02,sadness
'fixed_5 Neutrali _25',8.900000e+01,neutral
'fixed_3 Liudesys_24',4.200000e+01,sadness
'fixed_8 Liudesys_58',2.560000e+02,sadness
'fixed_3 Liudesys_25',1.080000e+02,sadness
'fixed_1 Pyktis_14',1.780000e+02,anger
'fixed_8 Liudesys_59',1.790000e+02,sadness
'fixed_5 Neutrali _26',2.700000e+01,neutral
'fixed_1 Pyktis_15',2.550000e+02,anger
'fixed_3 Liudesys_26',2.800000e+01,sadness
'fixed_8 Liudesys_60',6.300000e+01,sadness
'fixed_8 Liudesys_61',1.600000e+02,sadness
'fixed_5 Neutrali _27',7.400000e+01,neutral
'fixed_3 Liudesys_27',1.820000e+02,sadness
'fixed_1 Pyktis_16',6.900000e+01,anger
'fixed_8 Liudesys_62',2.070000e+02,sadness
'fixed_3 Liudesys_28',1.430000e+02,sadness
'fixed_8 Liudesys_63',5.800000e+01,sadness
'fixed_5 Neutrali _28',1.520000e+02,neutral
'fixed_8 Liudesys_64',5.900000e+01,sadness
'fixed_1 Pyktis_17',8.300000e+01,anger
'fixed_3 Liudesys_29',2.190000e+02,sadness
'fixed_5 Neutrali _29',1.040000e+02,neutral
'fixed_3 Liudesys_30',3.400000e+01,sadness
'fixed_8 Liudesys_65',1.020000e+02,sadness
'fixed_5 Neutrali _30',5.000000e+01,neutral
'fixed_1 Pyktis_18',6.600000e+01,anger
'fixed_1 Pyktis_19',3.710000e+02,anger
'fixed_8 Liudesys_66',3.340000e+02,sadness
'fixed_1 Pyktis_20',2.250000e+02,anger
'fixed_5 Neutrali _31',2.300000e+01,neutral
'fixed_8 Liudesys_67',1.540000e+02,sadness
'fixed_8 Liudesys_68',2.670000e+02,sadness
'fixed_5 Neutrali _32',1.600000e+01,neutral
'fixed_1 Pyktis_21',1.320000e+02,anger
'fixed_3 Liudesys_31',2.470000e+02,sadness
'fixed_8 Liudesys_69',2.600000e+02,sadness
'fixed_1 Pyktis_22',6.900000e+01,anger
'fixed_3 Liudesys_32',6.300000e+01,sadness
'fixed_8 Liudesys_70',1.480000e+02,sadness
'fixed_5 Neutrali _33',1.440000e+02,neutral
'fixed_8 Liudesys_71',2.620000e+02,sadness
'fixed_1 Pyktis_23',1.180000e+02,anger
'fixed_3 Liudesys_33',1.550000e+02,sadness
'fixed_1 Pyktis_24',3.130000e+02,anger
'fixed_3 Liudesys_34',7.700000e+01,sadness
'fixed_5 Neutrali _34',3.310000e+02,neutral
'fixed_5 Neutrali _35',1.340000e+02,neutral
'fixed_1 Pyktis_25',1.130000e+02,anger
'fixed_8 Liudesys_72',1.110000e+02,sadness
'fixed_1 Pyktis_26',3.440000e+02,anger
'fixed_3 Liudesys_35',7.200000e+01,sadness
'fixed_8 Liudesys_73',6.100000e+01,sadness
'fixed_5 Neutrali _36',3.000000e+01,neutral
'fixed_1 Pyktis_27',9.100000e+01,anger
'fixed_3 Liudesys_36',3.500000e+01,sadness
'fixed_8 Liudesys_74',2.750000e+02,sadness
'fixed_1 Pyktis_28',3.770000e+02,anger
'fixed_8 Liudesys_75',2.330000e+02,sadness
'fixed_3 Liudesys_37',8.800000e+01,sadness
'fixed_1 Pyktis_29',3.370000e+02,anger
'fixed_5 Neutrali _37',1.540000e+02,neutral
'fixed_3 Liudesys_38',3.600000e+01,sadness
'fixed_8 Liudesys_76',2.460000e+02,sadness
'fixed_1 Pyktis_30',9.500000e+01,anger
'fixed_3 Liudesys_39',1.700000e+02,sadness
'fixed_8 Liudesys_77',2.430000e+02,sadness
'fixed_3 Liudesys_40',6.600000e+01,sadness
'fixed_1 Pyktis_31',2.480000e+02,anger
'fixed_5 Neutrali _38',2.500000e+01,neutral
'fixed_3 Liudesys_41',3.200000e+01,sadness
'fixed_3 Liudesys_42',4.300000e+01,sadness
'fixed_1 Pyktis_32',6.100000e+01,anger
'fixed_8 Liudesys_78',1.780000e+02,sadness
'fixed_3 Liudesys_43',8.900000e+01,sadness
'fixed_3 Liudesys_44',2.800000e+01,sadness
'fixed_5 Neutrali _39',1.640000e+02,neutral
'fixed_1 Pyktis_33',6.400000e+01,anger
'fixed_8 Liudesys_79',1.030000e+02,sadness
'fixed_3 Liudesys_45',1.060000e+02,sadness
'fixed_8 Liudesys_80',1.960000e+02,sadness
'fixed_1 Pyktis_34',1.010000e+02,anger
'fixed_1 Pyktis_35',8.900000e+01,anger
'fixed_8 Liudesys_81',1.750000e+02,sadness
'fixed_3 Liudesys_46',1.500000e+02,sadness
'fixed_8 Liudesys_82',7.600000e+01,sadness
'fixed_3 Liudesys_47',4.700000e+01,sadness
'fixed_8 Liudesys_83',3.740000e+02,sadness
'fixed_3 Liudesys_48',5.100000e+01,sadness
'fixed_1 Pyktis_36',3.500000e+01,anger
'fixed_5 Neutrali _40',1.970000e+02,neutral
'fixed_1 Pyktis_37',2.100000e+02,anger
'fixed_8 Liudesys_84',4.000000e+01,sadness
'fixed_3 Liudesys_49',8.500000e+01,sadness
'fixed_1 Pyktis_38',1.190000e+02,anger
'fixed_8 Liudesys_85',3.180000e+02,sadness
'fixed_3 Liudesys_50',3.000000e+01,sadness
'fixed_5 Neutrali _41',1.460000e+02,neutral
'fixed_1 Pyktis_39',1.950000e+02,anger
'fixed_8 Liudesys_86',1.740000e+02,sadness
'fixed_5 Neutrali _42',1.750000e+02,neutral
'fixed_1 Pyktis_40',1.360000e+02,anger
'fixed_3 Liudesys_51',5.400000e+01,sadness
'fixed_1 Pyktis_41',3.220000e+02,anger
'fixed_5 Neutrali _43',1.140000e+02,neutral
'fixed_1 Pyktis_42',5.000000e+01,anger
'fixed_8 Liudesys_87',1.560000e+02,sadness
'fixed_3 Liudesys_52',2.740000e+02,sadness
'fixed_1 Pyktis_43',1.120000e+02,anger
'fixed_8 Liudesys_88',1.430000e+02,sadness
'fixed_3 Liudesys_53',3.600000e+01,sadness
'fixed_1 Pyktis_44',2.080000e+02,anger
'fixed_5 Neutrali _44',2.170000e+02,neutral
'fixed_3 Liudesys_54',1.350000e+02,sadness
'fixed_8 Liudesys_89',1.280000e+02,sadness
'fixed_1 Pyktis_45',3.610000e+02,anger
'fixed_5 Neutrali _45',1.820000e+02,neutral
'fixed_3 Liudesys_55',7.000000e+01,sadness
'fixed_1 Pyktis_46',1.650000e+02,anger
'fixed_3 Liudesys_56',1.420000e+02,sadness
'fixed_1 Pyktis_47',4.130000e+02,anger
'fixed_5 Neutrali _46',1.430000e+02,neutral
'fixed_8 Liudesys_90',1.870000e+02,sadness
'fixed_3 Liudesys_57',1.120000e+02,sadness
'fixed_1 Pyktis_48',2.000000e+01,anger
'fixed_8 Liudesys_91',2.220000e+02,sadness
'fixed_1 Pyktis_49',1.150000e+02,anger
'fixed_3 Liudesys_58',3.000000e+02,sadness
'fixed_8 Liudesys_92',1.430000e+02,sadness
'fixed_8 Liudesys_93',2.990000e+02,sadness
'fixed_1 Pyktis_50',1.370000e+02,anger
'fixed_5 Neutrali _47',3.900000e+01,neutral
'fixed_3 Liudesys_59',1.930000e+02,sadness
'fixed_8 Liudesys_94',3.070000e+02,sadness
'fixed_3 Liudesys_60',6.100000e+01,sadness
'fixed_1 Pyktis_51',2.610000e+02,anger
'fixed_3 Liudesys_61',3.500000e+01,sadness
'fixed_8 Liudesys_95',1.200000e+02,sadness
'fixed_5 Neutrali _48',1.300000e+01,neutral
'fixed_3 Liudesys_62',2.730000e+02,sadness
'fixed_8 Liudesys_96',1.060000e+02,sadness
'fixed_3 Liudesys_63',7.100000e+01,sadness
'fixed_8 Liudesys_97',3.780000e+02,sadness
'fixed_1 Pyktis_52',2.890000e+02,anger
'fixed_5 Neutrali _49',8.900000e+01,neutral
'fixed_1 Pyktis_53',2.940000e+02,anger
'fixed_8 Liudesys_98',2.700000e+01,sadness
'fixed_1 Pyktis_54',1.340000e+02,anger
'fixed_3 Liudesys_64',7.700000e+01,sadness
'fixed_8 Liudesys_99',1.350000e+02,sadness
'fixed_5 Neutrali _50',1.030000e+02,neutral
'fixed_3 Liudesys_65',1.090000e+02,sadness
'fixed_1 Pyktis_55',1.450000e+02,anger
'fixed_8 Neutrali_01',2.190000e+02,neutral
'fixed_1 Pyktis_56',6.500000e+01,anger
'fixed_3 Liudesys_66',5.700000e+01,sadness
'fixed_5 Neutrali _51',1.340000e+02,neutral
'fixed_8 Neutrali_02',1.430000e+02,neutral
'fixed_1 Pyktis_57',1.540000e+02,anger
'fixed_5 Neutrali _52',2.330000e+02,neutral
'fixed_8 Neutrali_03',1.230000e+02,neutral
'fixed_1 Pyktis_58',2.420000e+02,anger
'fixed_8 Neutrali_04',2.810000e+02,neutral
'fixed_1 Pyktis_59',2.810000e+02,anger
'fixed_5 Neutrali _53',1.800000e+01,neutral
'fixed_5 Neutrali _54',2.370000e+02,neutral
'fixed_3 Liudesys_67',1.010000e+02,sadness
'fixed_1 Pyktis_60',6.800000e+01,anger
'fixed_8 Neutrali_05',9.300000e+01,neutral
'fixed_5 Neutrali _55',5.300000e+01,neutral
'fixed_1 Pyktis_61',2.600000e+01,anger
'fixed_3 Liudesys_68',3.700000e+01,sadness
'fixed_8 Neutrali_06',9.600000e+01,neutral
'fixed_1 Pyktis_62',2.180000e+02,anger
'fixed_8 Neutrali_07',2.180000e+02,neutral
'fixed_1 Pyktis_63',5.500000e+01,anger
'fixed_3 Liudesys_69',3.250000e+02,sadness
'fixed_5 Neutrali _56',4.000000e+01,neutral
'fixed_8 Neutrali_08',1.090000e+02,neutral
'fixed_1 Pyktis_64',8.400000e+01,anger
'fixed_8 Neutrali_09',8.900000e+01,neutral
'fixed_5 Neutrali _57',1.120000e+02,neutral
'fixed_3 Liudesys_70',7.100000e+01,sadness
'fixed_1 Pyktis_65',9.500000e+01,anger
'fixed_8 Neutrali_10',1.310000e+02,neutral
'fixed_3 Liudesys_71',7.700000e+01,sadness
'fixed_1 Pyktis_66',2.900000e+02,anger
'fixed_8 Neutrali_100',2.770000e+02,neutral
'fixed_3 Liudesys_72',6.300000e+01,sadness
'fixed_5 Neutrali _58',3.100000e+02,neutral
'fixed_3 Liudesys_73',5.200000e+01,sadness
'fixed_8 Neutrali_11',3.600000e+01,neutral
'fixed_1 Pyktis_67',9.600000e+01,anger
'fixed_3 Liudesys_74',9.100000e+01,sadness
'fixed_8 Neutrali_12',6.800000e+01,neutral
'fixed_1 Pyktis_68',2.400000e+02,anger
'fixed_3 Liudesys_75',1.150000e+02,sadness
'fixed_8 Neutrali_13',2.100000e+02,neutral
'fixed_5 Neutrali _59',1.830000e+02,neutral
'fixed_3 Liudesys_76',2.890000e+02,sadness
'fixed_1 Pyktis_69',2.570000e+02,anger
'fixed_3 Liudesys_77',6.800000e+01,sadness
'fixed_8 Neutrali_14',9.600000e+01,neutral
'fixed_5 Neutrali _60',4.000000e+01,neutral
'fixed_8 Neutrali_15',2.290000e+02,neutral
'fixed_1 Pyktis_70',1.000000e+02,anger
'fixed_8 Neutrali_16',8.200000e+01,neutral
'fixed_3 Liudesys_78',5.000000e+01,sadness
'fixed_1 Pyktis_71',3.190000e+02,anger
'fixed_5 Neutrali _61',2.110000e+02,neutral
'fixed_8 Neutrali_17',8.100000e+01,neutral
'fixed_1 Pyktis_72',2.700000e+02,anger
'fixed_5 Neutrali _62',2.530000e+02,neutral
'fixed_8 Neutrali_18',7.600000e+01,neutral
'fixed_1 Pyktis_73',4.900000e+01,anger
'fixed_3 Liudesys_79',1.210000e+02,sadness
'fixed_1 Pyktis_74',3.530000e+02,anger
'fixed_8 Neutrali_19',1.680000e+02,neutral
'fixed_5 Neutrali _63',6.600000e+01,neutral
'fixed_3 Liudesys_80',1.560000e+02,sadness
'fixed_8 Neutrali_20',2.360000e+02,neutral
'fixed_1 Pyktis_75',2.830000e+02,anger
'fixed_5 Neutrali _64',6.200000e+01,neutral
'fixed_3 Liudesys_81',1.860000e+02,sadness
'fixed_8 Neutrali_21',1.400000e+02,neutral
'fixed_3 Liudesys_82',6.900000e+01,sadness
'fixed_1 Pyktis_76',2.830000e+02,anger
'fixed_8 Neutrali_22',2.380000e+02,neutral
'fixed_3 Liudesys_83',9.400000e+01,sadness
'fixed_1 Pyktis_77',6.300000e+01,anger
'fixed_8 Neutrali_23',1.160000e+02,neutral
'fixed_5 Neutrali _65',1.050000e+02,neutral
'fixed_1 Pyktis_78',5.300000e+01,anger
'fixed_3 Liudesys_84',3.600000e+01,sadness
'fixed_8 Neutrali_24',3.330000e+02,neutral
'fixed_3 Liudesys_85',3.740000e+02,sadness
'fixed_5 Neutrali _66',8.100000e+01,neutral
'fixed_1 Pyktis_79',1.120000e+02,anger
'fixed_8 Neutrali_25',9.500000e+01,neutral
'fixed_3 Liudesys_86',1.850000e+02,sadness
'fixed_1 Pyktis_80',1.080000e+02,anger
'fixed_5 Neutrali _67',1.930000e+02,neutral
'fixed_3 Liudesys_87',6.400000e+01,sadness
'fixed_8 Neutrali_26',3.900000e+01,neutral
'fixed_8 Neutrali_27',1.970000e+02,neutral
'fixed_1 Pyktis_81',1.890000e+02,anger
'fixed_8 Neutrali_28',8.800000e+01,neutral
'fixed_3 Liudesys_88',1.410000e+02,sadness
'fixed_8 Neutrali_29',2.760000e+02,neutral
'fixed_1 Pyktis_82',7.500000e+01,anger
'fixed_3 Liudesys_89',1.420000e+02,sadness
'fixed_1 Pyktis_83',1.190000e+02,anger
'fixed_8 Neutrali_30',7.900000e+01,neutral
'fixed_8 Neutrali_31',4.600000e+01,neutral
'fixed_1 Pyktis_84',2.330000e+02,anger
'fixed_3 Liudesys_90',3.600000e+01,sadness
'fixed_5 Neutrali _68',2.760000e+02,neutral
'fixed_8 Neutrali_32',7.900000e+01,neutral
'fixed_1 Pyktis_85',3.510000e+02,anger
'fixed_5 Neutrali _69',2.730000e+02,neutral
'fixed_8 Neutrali_33',7.800000e+01,neutral
'fixed_1 Pyktis_86',1.960000e+02,anger
'fixed_1 Pyktis_87',2.830000e+02,anger
'fixed_5 Neutrali _70',1.350000e+02,neutral
'fixed_8 Neutrali_34',3.230000e+02,neutral
'fixed_8 Neutrali_35',1.610000e+02,neutral
'fixed_8 Neutrali_36',6.800000e+01,neutral
'fixed_1 Pyktis_88',2.400000e+02,anger
'fixed_8 Neutrali_37',1.770000e+02,neutral
'fixed_3 Liudesys_91',9.400000e+01,sadness
'fixed_5 Neutrali _71',3.390000e+02,neutral
'fixed_1 Pyktis_89',3.350000e+02,anger
'fixed_8 Neutrali_38',1.530000e+02,neutral
'fixed_3 Liudesys_92',6.100000e+01,sadness
'fixed_3 Liudesys_93',5.900000e+01,sadness
'fixed_1 Pyktis_90',2.570000e+02,anger
'fixed_8 Neutrali_39',1.690000e+02,neutral
'fixed_5 Neutrali _72',6.200000e+01,neutral
'fixed_3 Liudesys_94',2.150000e+02,sadness
'fixed_8 Neutrali_40',1.150000e+02,neutral
'fixed_1 Pyktis_91',6.000000e+01,anger
'fixed_8 Neutrali_41',1.660000e+02,neutral
'fixed_1 Pyktis_92',6.300000e+01,anger
'fixed_3 Liudesys_95',9.300000e+01,sadness
'fixed_5 Neutrali _73',5.700000e+01,neutral
'fixed_1 Pyktis_93',2.000000e+02,anger
'fixed_8 Neutrali_42',1.590000e+02,neutral
'fixed_3 Liudesys_96',9.200000e+01,sadness
'fixed_1 Pyktis_94',1.880000e+02,anger
'fixed_5 Neutrali _74',1.350000e+02,neutral
'fixed_8 Neutrali_43',1.120000e+02,neutral
'fixed_1 Pyktis_95',2.090000e+02,anger
'fixed_5 Neutrali _75',7.200000e+01,neutral
'fixed_3 Liudesys_97',2.580000e+02,sadness
'fixed_1 Pyktis_96',1.610000e+02,anger
'fixed_8 Neutrali_44',1.820000e+02,neutral
'fixed_3 Liudesys_98',2.900000e+01,sadness
'fixed_1 Pyktis_97',2.970000e+02,anger
'fixed_5 Neutrali _76',2.570000e+02,neutral
'fixed_1 Pyktis_98',3.900000e+01,anger
'fixed_3 Liudesys_99',3.000000e+01,sadness
'fixed_5 Neutrali _77',5.800000e+01,neutral
'fixed_1 Pyktis_99',1.550000e+02,anger
'fixed_8 Neutrali_45',2.070000e+02,neutral
'fixed_3 Neutrali_01',1.440000e+02,neutral
'fixed_5 Neutrali _78',4.300000e+01,neutral
'fixed_3 Neutrali_02',2.900000e+01,neutral
'fixed_8 Neutrali_46',1.660000e+02,neutral
'fixed_8 Neutrali_47',6.000000e+01,neutral
'fixed_3 Neutrali_03',7.800000e+01,neutral
